Gene.symbol	ID	adj.P.Val	P.Value	t	B	logFC	Gene.title
PECR	223619_x_at	0.04996	0.00224329	3.6624966	-1.338761	1.55328256	peroxisomal trans-2-enoyl-CoA reductase
S100P	204351_at	0.04991	0.00224002	3.6632016	-1.337409	2.07055895	S100 calcium binding protein P
	236697_at	0.04991	0.00223859	3.6635098	-1.336818	1.90581613	
GFM1	225153_at	0.04991	0.00223999	-3.6632069	-1.337399	-1.28975487	G elongation factor mitochondrial 1
CCNB1	228729_at	0.04991	0.00223974	-3.6632612	-1.337295	-1.37325776	cyclin B1
DYRK3	210151_s_at	0.04991	0.002239	-3.6634203	-1.33699	-1.4016654	dual specificity tyrosine phosphorylation regulated kinase 3
PKMYT1	204267_x_at	0.04985	0.00223293	-3.6647324	-1.334475	-1.51555719	"protein kinase, membrane associated tyrosine/threonine 1"
LYN	202625_at	0.04982	0.00223051	3.6652584	-1.333466	1.23441718	"LYN proto-oncogene, Src family tyrosine kinase"
OSM	230170_at	0.04979	0.00222853	3.6656861	-1.332646	2.05630662	oncostatin M
LDAH	222192_s_at	0.04976	0.00222591	-3.6662557	-1.331554	-1.37474992	lipid droplet associated hydrolase
BID	227143_s_at	0.04975	0.00222466	3.6665271	-1.331034	1.24697696	BH3 interacting domain death agonist
TRIQK	225599_s_at	0.04974	0.00222153	3.6672071	-1.32973	1.72379345	triple QxxK/R motif containing
CLEC12B	231600_at	0.04974	0.00222303	3.6668804	-1.330356	1.60265734	C-type lectin domain family 12 member B
SYP	213200_at	0.04974	0.00222133	3.6672518	-1.329645	1.49451929	synaptophysin
WTAP	227621_at	0.04974	0.00221848	3.6678713	-1.328457	1.24433097	Wilms tumor 1 associated protein
DOLPP1	221817_at	0.04974	0.00222283	-3.6669257	-1.33027	-1.57908205	dolichyldiphosphatase 1
RFESD	236305_at	0.04974	0.00221923	-3.6677073	-1.328771	-1.7445609	Rieske Fe-S domain containing
TPSAB1	205683_x_at	0.04973	0.00221681	3.6682362	-1.327757	2.63865233	tryptase alpha/beta 1
	240580_at	0.04973	0.00221563	3.6684937	-1.327264	1.62881498	
MTMR3	202197_at	0.04973	0.00221396	3.6688586	-1.326564	1.0595971	myotubularin related protein 3
NOB1	223018_at	0.04973	0.00221208	-3.6692685	-1.325778	-1.16451822	NIN1/PSMD8 binding protein 1 homolog
EIF5A	201123_s_at	0.04973	0.00221674	-3.6682503	-1.32773	-1.66249834	eukaryotic translation initiation factor 5A
	243810_at	0.04973	0.00221374	-3.668906	-1.326473	-3.05310907	
IGKC	214777_at	0.04973	0.00221575	-3.6684677	-1.327313	-3.84776054	immunoglobulin kappa constant
	AFFX-DapX-3_at	0.04972	0.00220946	3.6698417	-1.324679	3.06153665	
SLC6A6	205920_at	0.04972	0.00220968	3.6697934	-1.324772	1.99254336	solute carrier family 6 member 6
PRB4	216881_x_at	0.04972	0.00220904	3.6699341	-1.324502	1.94398541	proline rich protein BstNI subfamily 4
FEZ2	202305_s_at	0.04969	0.00220559	3.6706883	-1.323056	1.14510819	fasciculation and elongation protein zeta 2
LINC01102	230495_at	0.04966	0.00220335	3.6711811	-1.322112	2.44569744	long intergenic non-protein coding RNA 1102
SUMF2	225002_s_at	0.04962	0.00220078	-3.6717439	-1.321033	-1.09989323	sulfatase modifying factor 2
KLHL24	206551_x_at	0.04961	0.00219926	3.6720793	-1.32039	1.14683226	kelch like family member 24
OPTN	202074_s_at	0.04958	0.00219715	-3.6725424	-1.319502	-1.66130083	optineurin
SMARCAL1	218452_at	0.04951	0.00219307	-3.6734416	-1.317778	-2.17370065	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1"
STXBP5-AS1	1557891_s_at	0.04948	0.0021891	3.6743165	-1.316101	1.93998948	STXBP5 antisense RNA 1
PREX1	224909_s_at	0.04948	0.00219036	3.674039	-1.316633	1.50229073	"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1"
GANAB	211934_x_at	0.04948	0.00219087	-3.6739265	-1.316848	-1.00861177	glucosidase II alpha subunit
ZNF609	212618_at	0.04948	0.00219	-3.6741174	-1.316483	-1.45787507	zinc finger protein 609
MAFG	224466_s_at	0.04946	0.00218479	3.6752689	-1.314275	1.67023551	MAF bZIP transcription factor G
ACTR2	1558015_s_at	0.04946	0.00218551	3.6751093	-1.314581	1.00977069	ARP2 actin related protein 2 homolog
HIBADH	224812_at	0.04946	0.00218665	-3.6748574	-1.315064	-1.17194012	3-hydroxyisobutyrate dehydrogenase
LSM5	211747_s_at	0.04946	0.0021865	-3.6748924	-1.314997	-1.25565175	"LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated"
NAP1L5	228063_s_at	0.04946	0.00218622	-3.6749534	-1.31488	-2.18968249	nucleosome assembly protein 1 like 5
MIR7113///MIR4691///NDUFS8	203189_s_at	0.04935	0.00217699	-3.6769998	-1.310957	-1.24107913	microRNA 7113///microRNA 4691///NADH:ubiquinone oxidoreductase core subunit S8
FANCG	203564_at	0.04928	0.00217292	-3.6779023	-1.309226	-1.18523255	Fanconi anemia complementation group G
ACHE	205378_s_at	0.04928	0.00217202	-3.6781034	-1.308841	-2.25808701	acetylcholinesterase (Cartwright blood group)
MAPK8IP1	213014_at	0.04926	0.00217056	3.6784291	-1.308217	1.8759646	mitogen-activated protein kinase 8 interacting protein 1
MCM4	222036_s_at	0.04925	0.00216897	-3.6787839	-1.307537	-1.45646629	minichromosome maintenance complex component 4
	240271_at	0.04923	0.00216719	3.6791796	-1.306778	1.43562964	
GAS7	202192_s_at	0.04922	0.00216593	3.6794614	-1.306238	1.32649712	growth arrest specific 7
SSFA2	236207_at	0.04922	0.00216487	3.6796972	-1.305786	1.07100842	sperm specific antigen 2
CDK6	224851_at	0.04922	0.0021656	-3.6795359	-1.306095	-2.3303877	cyclin dependent kinase 6
RIT1	243463_s_at	0.0492	0.00216231	3.6802692	-1.304689	1.59922354	Ras like without CAAX 1
SQRDL	217995_at	0.04909	0.00215656	3.6815577	-1.302219	1.27580186	sulfide quinone reductase-like (yeast)
NT5DC2	218051_s_at	0.04907	0.0021549	-3.6819299	-1.301505	-3.01430237	5'-nucleotidase domain containing 2
	AFFX-r2-Bs-dap-M_at	0.04904	0.0021527	3.6824242	-1.300558	3.15806592	
SDF2	203090_at	0.04899	0.00214947	3.6831489	-1.299169	1.08979745	stromal cell derived factor 2
	1562727_at	0.04897	0.00214787	3.6835087	-1.298479	1.42347013	
DBP	209782_s_at	0.04895	0.00214471	3.684222	-1.297112	1.59091107	D-box binding PAR bZIP transcription factor
SAAL1	225614_at	0.04895	0.00214552	-3.6840389	-1.297463	-1.14788144	serum amyloid A like 1
	243872_at	0.04894	0.00214272	3.68467	-1.296253	1.32589467	
APRT	203219_s_at	0.04894	0.0021426	-3.6846962	-1.296202	-1.50069176	adenine phosphoribosyltransferase
TBC1D2B	212796_s_at	0.04893	0.00214065	3.685138	-1.295355	1.26097902	TBC1 domain family member 2B
TUBA1B	212639_x_at	0.04893	0.00213799	-3.6857389	-1.294204	-1.1653187	tubulin alpha 1b
PPIE	210502_s_at	0.04893	0.00213892	-3.6855288	-1.294606	-1.27175312	peptidylprolyl isomerase E
AVEN	219366_at	0.04893	0.00214045	-3.6851836	-1.295268	-2.3009747	apoptosis and caspase activation inhibitor
ARFGEF1	202955_s_at	0.04885	0.00213273	3.6869298	-1.291921	1.28356787	ADP ribosylation factor guanine nucleotide exchange factor 1
RDH11	217775_s_at	0.04881	0.00212988	-3.6875756	-1.290683	-1.1538224	retinol dehydrogenase 11 (all-trans/9-cis/11-cis)
DNAJC9	213092_x_at	0.04881	0.00213012	-3.6875209	-1.290787	-1.48238907	DnaJ heat shock protein family (Hsp40) member C9
ZNF732	1559275_x_at	0.04874	0.00212332	3.6890682	-1.287821	2.73700501	zinc finger protein 732
DUSP15	234829_at	0.04874	0.00212529	3.6886205	-1.28868	2.50944224	dual specificity phosphatase 15
	233691_at	0.04874	0.00212486	3.6887176	-1.288493	2.37230549	
SPAG11A///SPAG11B	211381_x_at	0.04872	0.00212111	3.6895726	-1.286854	1.78767036	sperm associated antigen 11A///sperm associated antigen 11B
HAUS6	222685_at	0.04872	0.00212186	-3.6893994	-1.287186	-1.65700645	HAUS augmin like complex subunit 6
PTPN21	226380_at	0.04871	0.00211946	3.6899479	-1.286135	1.91494659	"protein tyrosine phosphatase, non-receptor type 21"
CDY1	207647_at	0.04871	0.00211861	3.6901422	-1.285763	1.69224291	chromodomain Y-linked 1
NF2	204991_s_at	0.04871	0.00211911	-3.6900277	-1.285982	-1.67570344	neurofibromin 2
	216858_x_at	0.04868	0.0021136	3.6912873	-1.283567	1.20536204	
ETFB	202942_at	0.04868	0.00211456	-3.6910664	-1.283991	-1.06081823	electron transfer flavoprotein beta subunit
TOMM22	217960_s_at	0.04868	0.00211477	-3.6910178	-1.284084	-1.07305584	translocase of outer mitochondrial membrane 22
NOP16	203023_at	0.04868	0.00211365	-3.6912761	-1.283589	-1.41091433	NOP16 nucleolar protein
VIM	201426_s_at	0.04852	0.00210299	3.6937203	-1.278903	1.29093139	vimentin
SOHLH2	1555401_at	0.04848	0.00209977	3.6944612	-1.277483	2.25157219	spermatogenesis and oogenesis specific basic helix-loop-helix 2
BIVM	233255_s_at	0.04848	0.00210049	-3.6942962	-1.2778	-2.34840345	"basic, immunoglobulin-like variable motif containing"
NOS1AP	1563512_at	0.04843	0.00209346	3.6959172	-1.274692	2.3221546	nitric oxide synthase 1 adaptor protein
TLK2	228627_at	0.04843	0.00209659	3.6951932	-1.27608	1.52184801	tousled like kinase 2
WNK2	1560866_at	0.04843	0.00208948	3.6968369	-1.272929	1.51418752	WNK lysine deficient protein kinase 2
SPOPL	225659_at	0.04843	0.00209613	3.6952997	-1.275876	1.13561336	speckle type BTB/POZ protein like
EML4	223069_s_at	0.04843	0.00209429	3.6957251	-1.27506	1.04432677	echinoderm microtubule associated protein like 4
LSM4	202737_s_at	0.04843	0.00209046	-3.6966103	-1.273363	-1.03555517	"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated"
GEN1	228286_at	0.04843	0.00209222	-3.6962019	-1.274146	-1.11816241	"GEN1, Holliday junction 5' flap endonuclease"
EIF3CL///EIF3C	215230_x_at	0.04843	0.00209122	-3.6964351	-1.273699	-1.24439787	eukaryotic translation initiation factor 3 subunit C-like///eukaryotic translation initiation factor 3 subunit C
PRKRA	237107_at	0.04843	0.00209686	-3.6951328	-1.276196	-1.45374571	protein activator of interferon induced protein kinase EIF2AK2
MNS1	219703_at	0.04841	0.0020878	-3.6972252	-1.272185	-1.43252709	meiosis specific nuclear structural 1
PRKCA-AS1	1555939_at	0.04839	0.00208437	3.6980198	-1.270662	2.8833369	PRKCA antisense RNA 1
VNN1	1558549_s_at	0.04839	0.0020839	3.6981307	-1.270449	2.65843217	vanin 1
ZDHHC17	212982_at	0.04839	0.00208139	3.6987134	-1.269332	1.08781735	zinc finger DHHC-type containing 17
	229606_at	0.04839	0.00208536	3.6977916	-1.271099	1.01687063	
PDIA4	208658_at	0.04839	0.00208057	-3.6989023	-1.26897	-1.56697346	protein disulfide isomerase family A member 4
NME7	219553_at	0.04839	0.00208384	-3.6981429	-1.270426	-1.66379514	NME/NM23 family member 7
ATP7B	204624_at	0.04838	0.00207869	-3.6993401	-1.268131	-1.88829339	ATPase copper transporting beta
KCTD7///RABGEF1	218310_at	0.04836	0.00207665	3.6998157	-1.267219	1.580878	potassium channel tetramerization domain containing 7///RAB guanine nucleotide exchange factor 1
	237661_at	0.04829	0.00207229	3.7008307	-1.265273	1.78956347	
CAMKK2	210787_s_at	0.04829	0.00207309	3.700645	-1.26563	1.02154575	calcium/calmodulin dependent protein kinase kinase 2
SYNJ2BP-COX16///COX16	217645_at	0.04829	0.00207155	-3.7010052	-1.264939	-1.2014947	"SYNJ2BP-COX16 readthrough///COX16, cytochrome c oxidase assembly homolog"
HOXB8	221278_at	0.04828	0.00206989	3.7013926	-1.264196	2.35404313	homeobox B8
NDUFA8	218160_at	0.04828	0.00206857	-3.701701	-1.263605	-1.27608048	NADH:ubiquinone oxidoreductase subunit A8
SRSF8	214789_x_at	0.04828	0.00206886	-3.7016335	-1.263735	-1.43039896	serine and arginine rich splicing factor 8
SORL1	203509_at	0.04826	0.00206528	3.7024698	-1.262131	1.60992867	sortilin related receptor 1
NUP160	212709_at	0.04826	0.0020663	-3.7022316	-1.262588	-1.15530315	nucleoporin 160
PAX2	206228_at	0.04821	0.00205189	3.7056171	-1.256099	2.3823874	paired box 2
LOC399716	1559756_at	0.04821	0.00204855	3.7064037	-1.254591	2.22509961	uncharacterized LOC399716
DGKB	1553524_at	0.04821	0.00205441	3.7050214	-1.25724	2.19254472	diacylglycerol kinase beta
SPICE1	215094_at	0.04821	0.00206146	3.7033666	-1.260413	2.07703592	spindle and centriole associated protein 1
MGAT4A	1569136_at	0.04821	0.00205757	3.7042785	-1.258665	1.95376973	"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A"
GABBR1	203146_s_at	0.04821	0.00204572	3.7070713	-1.253311	1.78721463	gamma-aminobutyric acid type B receptor subunit 1
	1561631_at	0.04821	0.00206097	3.7034796	-1.260196	1.65444053	
FCRL1	243968_x_at	0.04821	0.00204691	3.7067914	-1.253848	1.48012257	Fc receptor like 1
	1568883_at	0.04821	0.00205982	3.7037501	-1.259677	1.47142804	
FAM8A1	203420_at	0.04821	0.00205584	3.704687	-1.257882	1.34241918	family with sequence similarity 8 member A1
NADK	215159_s_at	0.04821	0.00206087	3.7035031	-1.260151	1.2410462	NAD kinase
ALDH6A1	221589_s_at	0.04821	0.0020612	-3.7034258	-1.260299	-1.23442771	aldehyde dehydrogenase 6 family member A1
ORC5	204957_at	0.04821	0.00205292	-3.7053731	-1.256566	-1.30425365	origin recognition complex subunit 5
KIF9	228429_x_at	0.04821	0.00205223	-3.7055356	-1.256255	-1.46482211	kinesin family member 9
SHMT2	214437_s_at	0.04821	0.00204698	-3.7067741	-1.253881	-1.55808552	serine hydroxymethyltransferase 2
DDHD1	225970_at	0.04821	0.00204752	-3.7066468	-1.254125	-1.57391176	DDHD domain containing 1
NCAPG	218662_s_at	0.04821	0.00206166	-3.7033181	-1.260505	-1.66036543	non-SMC condensin I complex subunit G
MLLT3	204917_s_at	0.04821	0.00205109	-3.7058054	-1.255738	-1.91278694	"MLLT3, super elongation complex subunit"
MANF	202655_at	0.04821	0.00205429	-3.7050514	-1.257183	-2.05350605	mesencephalic astrocyte derived neurotrophic factor
LOC105377276	1558871_at	0.04821	0.0020611	-3.7034489	-1.260255	-2.35194324	uncharacterized LOC105377276
KCNE3	227647_at	0.04813	0.0020405	3.7083089	-1.250939	1.96261438	potassium voltage-gated channel subfamily E regulatory subunit 3
MRPS31	212604_at	0.04813	0.00204018	-3.7083851	-1.250793	-1.18187949	mitochondrial ribosomal protein S31
	AFFX-DapX-M_at	0.0481	0.00203737	3.7090507	-1.249517	3.25375332	
FOXK1	235519_at	0.04809	0.00203545	3.7095067	-1.248643	1.57341803	forkhead box K1
GLRX2	219933_at	0.04809	0.00203633	3.7092975	-1.249044	1.23197102	glutaredoxin 2
CTDSP1	217844_at	0.04809	0.00203367	3.7099308	-1.24783	1.18238546	CTD small phosphatase 1
RUVBL2	201459_at	0.04809	0.00203556	-3.7094812	-1.248692	-1.49700794	RuvB like AAA ATPase 2
MYO1F	213733_at	0.04807	0.00202545	3.7118897	-1.244075	1.93560836	myosin IF
ARHGAP25	204882_at	0.04807	0.00203169	3.7104019	-1.246927	1.88516806	Rho GTPase activating protein 25
	1555926_a_at	0.04807	0.00203051	3.7106817	-1.246391	1.7058646	
	243170_at	0.04807	0.00203083	3.7106054	-1.246537	1.59158391	
SLC25A40	227012_at	0.04807	0.00203192	3.7103464	-1.247033	1.31406333	solute carrier family 25 member 40
CCDC186	227701_at	0.04807	0.00202762	3.7113701	-1.245071	1.29418879	coiled-coil domain containing 186
SNHG16///SNORD1C///SNORD1A	224603_at	0.04807	0.00202903	-3.7110341	-1.245715	-1.23956136	"small nucleolar RNA host gene 16///small nucleolar RNA, C/D box 1C///small nucleolar RNA, C/D box 1A"
STRA13	209478_at	0.04807	0.00202641	-3.7116584	-1.244519	-1.42171845	stimulated by retinoic acid 13
KRT6A	209125_at	0.04807	0.00202588	-3.7117857	-1.244275	-2.05150922	keratin 6A
DPH2	204514_at	0.04805	0.00202198	-3.7127185	-1.242487	-2.0046153	DPH2 homolog
MRVI1	226047_at	0.04804	0.00202104	3.712942	-1.242058	3.06482622	murine retrovirus integration site 1 homolog
IL6R	205945_at	0.04795	0.00201555	3.7142596	-1.239533	1.53519167	interleukin 6 receptor
PHACTR2	204047_s_at	0.04795	0.00201509	3.7143688	-1.239324	1.34646786	phosphatase and actin regulator 2
	239348_at	0.04795	0.00201404	-3.7146218	-1.238839	-1.09841156	
SDHAP2///SDHAP1	222021_x_at	0.04795	0.00201373	-3.7146957	-1.238697	-1.12993067	succinate dehydrogenase complex flavoprotein subunit A pseudogene 2///succinate dehydrogenase complex flavoprotein subunit A pseudogene 1
SNORD83B///SNORD139///RPL3	211666_x_at	0.04795	0.0020164	-3.7140554	-1.239924	-1.36407515	"small nucleolar RNA, C/D box 83B///small nucleolar RNA, C/D box 139///ribosomal protein L3"
DGCR10	1557451_at	0.04793	0.00201102	3.7153458	-1.237451	2.09643805	DiGeorge syndrome critical region gene 10 (non-protein coding)
DNASE1	241854_at	0.04793	0.00201004	3.715583	-1.236996	1.42379866	deoxyribonuclease 1
NPR3	219789_at	0.04793	0.0020103	-3.71552	-1.237117	-2.42335684	natriuretic peptide receptor 3
CLEC4D	1552772_at	0.04791	0.00200738	3.7162224	-1.235771	3.52565505	C-type lectin domain family 4 member D
LOC339352	1569835_at	0.04781	0.00200059	3.7178611	-1.23263	2.41679711	cytosolic thiouridylase subunit 1 homolog (S. pombe) pseudogene
IL16	209827_s_at	0.04781	0.00199622	3.7189209	-1.230599	1.47407786	interleukin 16
GRK6	211543_s_at	0.04781	0.00200004	3.7179942	-1.232375	1.28821079	G protein-coupled receptor kinase 6
CHMP2B	202536_at	0.04781	0.00199845	3.7183794	-1.231637	1.08510093	charged multivesicular body protein 2B
SNX3	213545_x_at	0.04781	0.00200147	3.7176503	-1.233034	1.08251738	sorting nexin 3
NUDC	201173_x_at	0.04781	0.00200141	-3.7176637	-1.233008	-1.11678899	"nuclear distribution C, dynein complex regulator"
COMMD4	206441_s_at	0.04781	0.00199999	-3.7180083	-1.232348	-1.19746498	COMM domain containing 4
LYNX1	1554179_s_at	0.04781	0.001995	-3.7192155	-1.230034	-1.5508126	Ly6/neurotoxin 1
ERGIC1	224577_at	0.04781	0.00200245	-3.7174133	-1.233488	-2.06271277	endoplasmic reticulum-golgi intermediate compartment 1
FAM107B	223059_s_at	0.04778	0.00199227	3.7198773	-1.228765	1.51624463	family with sequence similarity 107 member B
TRIQK	1562066_at	0.04771	0.00198856	3.7207801	-1.227035	2.35138332	triple QxxK/R motif containing
LOC101927451	241388_at	0.04768	0.00198662	3.7212524	-1.22613	1.04645581	uncharacterized LOC101927451
GNA11	213766_x_at	0.04762	0.00198333	-3.7220541	-1.224593	-1.91095707	G protein subunit alpha 11
CRP	205753_at	0.04758	0.00198062	3.7227141	-1.223328	1.88168451	"C-reactive protein, pentraxin-related"
AKAP1	210625_s_at	0.04758	0.00198079	-3.7226732	-1.223407	-1.09912171	A-kinase anchoring protein 1
DLAT	212568_s_at	0.04758	0.00198053	-3.7227381	-1.223282	-1.2910633	dihydrolipoamide S-acetyltransferase
SGMS2	242963_at	0.04757	0.00197364	3.7244228	-1.220053	2.6446394	sphingomyelin synthase 2
BAGE	1555605_x_at	0.04757	0.00197302	3.7245737	-1.219764	2.04173618	B melanoma antigen
	244484_at	0.04757	0.00197758	3.7234584	-1.221902	1.59025741	
ZNF398	228145_s_at	0.04757	0.00197615	3.7238085	-1.221231	1.10618441	zinc finger protein 398
EME2	1569867_at	0.04757	0.00197153	3.7249411	-1.21906	1.0486208	essential meiotic structure-specific endonuclease subunit 2
POLD1	203422_at	0.04757	0.0019772	-3.7235515	-1.221723	-1.2909943	"DAN polymerase delta 1, catalytic subunit"
ZNF428	215429_s_at	0.04757	0.00197411	-3.7243077	-1.220274	-1.33664374	zinc finger protein 428
CCDC25	222525_s_at	0.04757	0.00197558	-3.7239475	-1.220964	-1.45351693	coiled-coil domain containing 25
DNMT3B	220668_s_at	0.04757	0.0019737	-3.7244082	-1.220081	-1.50052888	DNA methyltransferase 3 beta
SRPRB	218140_x_at	0.04757	0.00197592	-3.723864	-1.221124	-1.66448461	SRP receptor beta subunit
IFT43	226195_at	0.04757	0.00197091	-3.7250912	-1.218772	-1.98203875	intraflagellar transport 43
LMNA	203411_s_at	0.04757	0.00196989	-3.7253418	-1.218292	-2.18691738	lamin A/C
TRIB2	202478_at	0.04755	0.00196642	-3.7261949	-1.216657	-1.86359371	tribbles pseudokinase 2
C9orf84	1553920_at	0.04748	0.00196251	3.727159	-1.214809	2.89612187	chromosome 9 open reading frame 84
B4GALT5	221484_at	0.04748	0.00195917	3.7279829	-1.21323	1.6391655	"beta-1,4-galactosyltransferase 5"
VWA8	212946_at	0.04748	0.00196192	-3.7273053	-1.214529	-1.13559634	von Willebrand factor A domain containing 8
H2AFJ	225245_x_at	0.04748	0.0019615	-3.7274066	-1.214335	-1.2569426	H2A histone family member J
KIF26A	232069_at	0.04748	0.00196103	-3.7275236	-1.214111	-2.82258749	kinesin family member 26A
	1562059_at	0.04739	0.00195449	3.7291386	-1.211015	2.56982658	
	242547_at	0.04732	0.00195095	3.7300162	-1.209333	1.58849775	
IPO11-LRRC70///IPO11	222659_at	0.04724	0.00194657	-3.7311048	-1.207247	-1.50293432	IPO11-LRRC70 readthrough///importin 11
SH3PXD2A-AS1	1557389_at	0.04721	0.00194335	3.7319046	-1.205714	2.28295009	SH3PXD2A antisense RNA 1
LCP2	205270_s_at	0.04721	0.00194047	3.7326221	-1.204339	2.02093	lymphocyte cytosolic protein 2
TAGAP	229723_at	0.04721	0.00194452	3.7316132	-1.206273	1.95409409	T-cell activation RhoGTPase activating protein
LOC101929628	234288_at	0.04721	0.00193922	3.7329333	-1.203743	1.57433851	uncharacterized LOC101929628
CYFIP2	220999_s_at	0.04721	0.00194178	3.7322958	-1.204964	1.32057007	cytoplasmic FMR1 interacting protein 2
PHB	200658_s_at	0.04721	0.00193779	-3.7332907	-1.203058	-1.23351363	prohibitin
VARS	201797_s_at	0.04721	0.00194297	-3.7320003	-1.205531	-1.45472856	valyl-tRNA synthetase
